"id","a39","a38","a37","a36","a35","a34","a33","a32","a31","a30","a29","a28","a27","a26","a25","a24","a23","a22","a21","a20","a19","a18","a16","a15","a14","a13","a12","a11","a10","a9","a8","a7","a6","a5","a4","a3","a2","a1","a17","label","degree","betweenness","clustering.coefficient","bonacich","label"
82,"100","100","40","40","0.8","2.4","0","0","42.2","55.6","1600","13.3","?","0.75","66","15","0.2","37","52.5","?","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47202","MODMAT","F615","19910314",1,0,7656,256.245191025224,0.998346574309405,-716,0.705628267549233
83,"100","103.22","40","35","0.5","2.5","0","4","34.1","56.8","2000","9.1","20","0.625","72","16.5","0.35","43","40","1910","?","TABLOID","827","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37355","KMART","F310","19910318",1,0,8034,0,0.998405662760725,-548,0.724662450931649
84,"100","103.22","40","35","0.9","1.8","0","4","33.3","55.6","2000","11.1","20","0.625","70","16.1","0.35","43","40","1910","?","TABLOID","827","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37355","KMART","F72","19910318",4,0,7720,254.818472014101,0.998417958799158,3273,0.713309532337602
85,"100","103.22","40","30","1.3","2.2","0","0","38.9","55.6","1900","5.6","30","0.5625","80","16","0.267","43","40","1910","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35753","ROSES","X308","19910319",4,0,8098,10.9557193460293,0.999122735339673,-1838,0.774841992912838
86,"100","103.22","40","34","0.6","1.5","0","2","35","50","1734","15","30","0.625","75","14.7","?","45","45","1911","NorthUS","TABLOID","821","Motter94","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25513","TVGUIDE","X720","19910319",3,1,7244,0,0.999149918199192,-293,0.618838076951028
87,"100","103.33","40","33","0.7","2.5","0","0","41.2","58.8","1650","0","27","0.75","77","14.9","0.333","49","60","?","?","TABLOID","816","WoodHoe70","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","38051","JCP","G404","19910322",1,0,8200,0,0.998409656545545,-2027,0.734848235161121
88,"100","106.66","40","34","0.9","2.5","0","0","38.9","55.6","1750","5.6","30","0.625","70","12.5","0.267","49","55","1910","?","TABLOID","821","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25514","TVGUIDE","X798","19910325",3,1,7714,24.2483599837737,0.998420816932614,3087,0.630153544339928
89,"100","103.22","40","34","0.9","1.6","0","0","35","50","1750","15","20","0.625","75","15.1","?","45","45","1911","?","TABLOID","821","Motter94","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25513","TVGUIDE","X160","19910320",1,0,7742,0,0.998382913908618,-4211,0.706519309490411
90,"100","103.33","40","33","1.7","2.5","0","0","41.2","58.8","1650","0","24","0.75","74","15.6","0.2","49","55","1910","?","TABLOID","816","WoodHoe70","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","38051","JCP","G416","19910322",4,0,8464,0,0.998875403194637,5247,0.782415345065758
91,"100","100","40","35","1","2.2","0","0","37.5","62.5","2000","0","34","1","74","15.3","0.233","49","40","1911","?","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37355","KMART","X350","19910323",1,0,8345,0,0.998394603769935,-3474,0.74281586018165
92,"100","100","40","35","0.9","2.4","0","0","37.5","62.5","2000","0","30","0.9375","78","16.8","0.233","49","40","1911","?","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37355","KMART","X264","19910323",4,0,8148,24.2483599837737,0.998414762879312,7449,0.732624786552261
93,"100","100","40","34","0.8","1.5","0","8","34.6","49.5","1850","15.8","42","0.625","77","14","0.3","46","42.5","1911","NorthUS","TABLOID","821","Motter94","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25515","TVGUIDE","X838","19910402",3,1,7238,0,0.999132521358259,-6882,0.619856863911056
94,"100","100","40","30","0","0","0","0","46.8","53.2","2200","0","30","0.875","100","15.5","0.2","44","35","1911","CANADIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","NO","KEY","NO","37081","WOOLWORTH","X89","19910404",1,1,7583,0,0.998456414443302,3161,0.634882475622716
95,"100","110","40","40","0.2","2.5","0","0","34.3","49","1300","16.7","20","1.25","80","15","0.3","44","42","1910","NorthUS","TABLOID","827","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","35534","BELK","X102","19910330",1,0,7901,24.73409832015,0.998399958296536,-1503,0.717153044372924
96,"100","110","40","40","1.5","2.5","0","0","35.4","50.5","1300","14.1","20","1.25","75","15.5","0.3","44","45","1910","NorthUS","TABLOID","827","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","35534","BELK","X830","19910330",4,0,7767,57.2459314737336,0.999123639571287,396,0.754407402921545
97,"100","103.125","40","30","0.8","2.5","0","0","39.8","56.8","2400","3.4","30","0.8125","70","16","0.3","43","50","1910","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35754","ROSES","X118","19910405",1,0,8441,0,0.998411543269126,-3654,0.749905708028836
98,"100","103.125","40","30","1.1","2.5","0","0","40.4","50.5","2400","9.1","30","0.5625","80","16","0.267","43","47","1910","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35754","ROSES","X35","19910405",4,0,8187,0,0.999112519939354,4131,0.779878079951205
99,"100","103.22","40","30","1.2","2.5","0","0","41.6","49.5","1900","8.9","30","0.8125","76","16","0.233","48","35","1911","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37572","COLORTILE","X390","19910327",1,0,8134,0,0.998414087229992,-3078,0.731130532254898
100,"100","103.22","40","30","1.5","2.5","0","0","39.3","44.6","1900","16.1","30","0.5625","86","16","0.233","48","35","1911","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37572","COLORTILE","X754","19910327",4,0,7974,0,0.999105596907421,1900,0.765111069378988
101,"100","106.66","40","33","2","2.5","0","0","38","54.3","?","7.6","20","1.25","75","14","0.233","43","35","1911","CANADIAN","SPIEGEL","827","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","35814","TARGET","O2","19910402",1,0,7824,0,0.998419069245099,196,0.713242089571765
102,"100","106.66","40","33","1.5","3","0","0","41.7","52.1","?","6.25","20","1.25","80","14","0.233","43","37.5","1911","CANADIAN","SPIEGEL","827","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","35814","TARGET","3","19910402",4,0,7567,11.0282683879588,0.999118654026508,-3833,0.740314285099568
103,"100","103.125","40","35","0.7","2.7","0","0","41.2","58.8","1750","0","?","0.75","68","15","0.2","44","40","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37822","BESTPROD","F103","19910406",1,0,8355,254.818472014101,0.998396303192405,864,0.750214216887896
104,"100","103.125","40","35","0.5","1.5","0","0","38.9","55.6","1750","5.6","?","0.75","68","15.5","0.233","44","40","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37822","BESTPROD","S180","19910406",2,0,7646,0.629991008959627,0.999680595843696,-873,0.782233777937834
105,"100","103.125","40","33","1.7","2.1","0","0","37.5","62.5","1900","0","22","0.75","78","14","0.4","68","47.5","1910","CANADIAN","SPIEGEL","827","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35816","TARGET","O8","19910511",1,1,7938,0,0.99843242457431,3727,0.620233578133946
106,"100","106.66","40","30","1","2.5","0","3","40","60","2380","0","28","1","78","15","0.233","60","40","1910","CANADIAN","TABLOID","816","WoodHoe70","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35458","ECKERD","G608","19910501",1,1,8069,24.2483599837737,0.998465001881959,-8009,0.612790490054356
107,"100","106.66","40","40","?","?","0","0","41.2","58.8","1650","0","?","1","100","16.3","0.3","55","55","1910","NorthUS","CATALOG","813","Motter70","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","YES","47203","MODMAT","F416","19910502",4,1,7527,0,0.999597476397199,5090,0.58867528703119
108,"100","106.66","40","33","1.3","2.9","0","1","37.2","53.2","1550","9.6","22","0.75","92","15.5","0.433","55","40","1910","CANADIAN","SPIEGEL","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35816","TARGET","R14","19910502",1,1,7314,24.2483599837737,0.998445809825161,1760,0.647347246444011
109,"100","100","40","33","1.3","2.9","0","1","37.2","53.2","1975","9.6","26","0.75","86","16","?","52","40","1910","CANADIAN","SPIEGEL","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35816","TARGET","R14","19910503",1,1,7481,24.2483599837737,0.998444792360808,-1929,0.639617068731442
110,"100","106.66","40","40","0.9","2.5","0","0","50","50","1800","0","25","0.625","76","13.9","0.4","52","42.5","1910","?","TABLOID","821","Motter94","YES","LINE","NO","COVER","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","23055","GUIDEPOSTS","X249","19910503",3,1,7819,24.2483599837737,0.998411177188149,2938,0.625927831012878
111,"100","103.125","40","34","0.8","2.5","0","2","39.8","56.8","1760","3.4","25","0.625","76","15.2","0.267","56","50","1910","CANADIAN","TABLOID","821","Motter94","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25520","TVGUIDE","X817","19910507",3,1,7622,0,0.999135256091982,4429,0.603579672344466
112,"100","103.125","40","34","0.8","2","0","2","40.4","56.2","1800","3.4","20","0.75","76","14","0.267","57","45","1910","NorthUS","TABLOID","821","Motter94","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25520","TVGUIDE","X746","19910508",3,1,7539,83.7976441457839,0.99915162345395,-7388,0.604872213643145
113,"100","103.125","40","33","1.1","2.5","0","2","41.2","58.8","1900","0","38","0.8125","74","16","0.4","67","47","1910","CANADIAN","TABLOID","824","Motter94","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","NO","KEY","NO","35982","TOYSRUS","X195","19910517",1,0,7446,0,0.998402349731923,-638,0.691337043752316
114,"100","103.125","40","33","1.1","2.5","0","0","34.3","50.5","1900","1.5","30","0.5625","82","16","0.333","67","47","1910","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","NO","KEY","NO","35872","TOYSRUS","X405","19910517",4,0,7583,3.10468645918326,0.999113405205441,-1751,0.740769612602072
115,"100","106.66","40","40","0.9","2.2","0","0","41.2","58.8","1700","0","?","0.75","69","17","0.3","52","50","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47203","MODMAT","M337","19910505",2,0,7933,1.36695165032943,0.999611739003165,-115,0.79750372011272
116,"100","100","40","40","2","3","0","1","35.7","59.5","1635","4.8","?","0.625","74","13.34","0.233","55","50","1910","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47203","MODMAT","T32","19910507",3,0,7153,4.52570953259125,0.99960897239142,5899,0.745256805746515
117,"100","100","40","40","1","3","0","0","38.8","51","1635","10.2","47","0.625","70","13.86","0.233","55","50","1910","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47203","MODMAT","M410","19910507",1,0,7791,131.067501740466,0.998359507628444,-9273,0.711039101136496
118,"100","106.66","40","40","0.6","2.5","0","0","32.7","46.7","1700","20.6","?","0.75","71","15.6","0.267","52","50","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47203","MODMAT","E510","19910505",1,0,7996,73.5098409019017,0.998350984397579,10692,0.720978409800471
119,"100","110","40","30","1","2.5","0","0","43.8","56.2","1800","0","29","1","94","13","0.3","63","30","1911","CANADIAN","TABLOID","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37168","AMES","G108","19910409",1,1,8239,24.2483599837737,0.998450736924546,1439,0.606289327324415
120,"100","106.45","40","33","1","2.5","0","0","35.9","64.1","1500","0","28","1.125","86","13.6","0.267","60","50","1911","CANADIAN","TABLOID","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37333","WARDS","G145","19910415",1,1,8193,24.2483599837737,0.998446793916794,-6183,0.608363485742849
121,"100","103.125","40","34","0.9","2.4","0","1","31.8","45.5","1750","22.7","25","0.625","72","14.2","0.3","53","55","1911","NorthUS","TABLOID","821","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25517","TVGUIDE","X356","19910416",3,1,6971,0,0.999132092113957,6556,0.631635027599422
122,"100","106.66","40","33","1.25","2.5","0","0","23.1","76.9","1900","0","20","0.75","80","15.3","0.3","56","35","1910","CANADIAN","TABLOID","815","WoodHoe70","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37333","WARDS","G95","19910426",1,1,8156,24.2483599837737,0.998449529171872,-2093,0.609791945602594
123,"100","103.125","40","34","0.6","2","0","4","31.3","52.1","1850","16.7","25","0.625","84","15","0.233","56","55","1911","NorthUS","TABLOID","821","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","37994","HANHOUSE","X802","19910426",3,1,7028,0,0.999122733706703,-2521,0.629509306980977
124,"100","106.45","40","34","0.85","2.5","0","0","35.2","47.6","1900","17.1","20","0.625","78","15","0.2","49","55","1910","NorthUS","TABLOID","821","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25513","TVGUIDE","X779","19910422",3,1,7774,0,0.999164596888111,58,0.596224277243047
125,"100","106.45","40","40","1.35","3","0","0","37.5","62.5","1420","0","50","0.75","90","15.7","0.2","50","50","1910","NorthUS","CATALOG","802","Albert70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47203","MODMAT","T380","19910426",1,0,8192,24.2483599837737,0.998362128942486,-5684,0.732064829996771
126,"100","106.45","40","40","1","3","0","3","35.7","59.5","1420","4.8","58","0.75","74","15.5","0.2","50","50","1910","NorthUS","CATALOG","802","Albert70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47203","MODMAT","F146","19910426",3,0,7602,0,0.999617125161123,11113,0.774835407228772
127,"100","103.125","40","30","0.4","1.7","0","0","38.2","56.2","2100","5.6","28","0.5625","82","16","0.233","56","35","1911","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","NO","KEY","NO","35871","TOYSRUS","X9","19910428",4,0,7258,0,0.999097265829476,4803,0.720207273453752
128,"100","100","40","30","1","1.7","0","8","37.6","53.8","2100","8.6","40","0.8125","80","15","0.2","56","35","1911","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","NO","KEY","NO","35871","TOYSRUS","X21","19910428",1,0,7431,0,0.998407114157734,-2745,0.69079033466572
129,"100","103.125","40","33","1.5","2.5","0","8","41.2","58.8","2400","0","30","0.8125","68","16","0.2","50","40","1911","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37169","AMES","X220","19910419",1,0,8279,0,0.998410041634724,-1879,0.739702484516514
130,"100","103.125","40","33","0.5","1.5","0","8","41.2","58.8","2400","0","30","0.5625","70","16","0.233","50","40","1911","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","47169","AMES","X147","19910419",4,0,7887,0,0.999103508054994,1362,0.759287598329422
131,"100","106.45","40","33","2.5","2","0","0","38.9","55.6","?","5.6","20","1","80","14.2","0.233","59","?","1910","?","TABLOID","827","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","32360","KMART","E92","19910415",1,0,8094,0,0.998392725915759,-214,0.727443747764225
132,"100","106.45","40","33","1.5","2.5","0","0","41.3","54.3","?","4.3","20","0.75","75","16","0.233","59","37.5","1911","?","TABLOID","827","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","32360","KMART","E85","19910415",4,0,8131,24.2483599837737,0.998398442571537,-7173,0.730606484851101
133,"100","103.125","40","35","1.5","2.5","0","0","38.9","55.6","1736","5.6","38","0.5","76","15.8","0.2","54","40","1911","NorthUS","CATALOG","816","WoodHoe70","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37822","BESTPROD","F685","19910409",4,0,7923,0,0.999588450380536,-3035,0.795068309904047
134,"100","103.125","40","35","1.1","2.5","0","0","36.9","56.8","1736","5.7","34","0.5","78","15.4","0.2","54","40","1911","NorthUS","CATALOG","816","WoodHoe70","YES","LINE","NO","COVER","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37822","BESTPROD","F569","19910409",1,0,7766,170.842647886536,0.998392928215231,9760,0.712487976050116
135,"100","100","40","34","1","2.5","0","4","34.3","54.3","1850","16.7","20","0.625","79","15.5","0.267","45","55","1911","NorthUS","TABLOID","821","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","37994","HANHOUSE","X139","19910426",1,0,7714,0,0.998401095182457,90,0.705980958611254
136,"100","103.125","40","34","0.9","2.5","0","4","28.6","71.4","1800","0","30","0.625","82","15.5","0.4","64","52","1910","NorthUS","TABLOID","821","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25519","TVGUIDE","X12","19910430",3,1,7583,0,0.999150418148206,-14107,0.604550464533605
137,"100","106.45","40","30","1.5","2.5","0","0","39.8","60.2","2300","0","28","0.5","79","16.5","0.233","56","40","1910","CANADIAN","TABLOID","816","WoodHoe70","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35458","ECKERD","G518","19910423",4,1,7990,0,0.999578150528011,20984,0.57188274021612
138,"100","106.45","40","30","1.3","2.5","0","2","38.9","55.6","2250","5.6","30","0.8125","76","15.5","0.333","54","45","1910","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35460","ECKERD","X116","19910605",1,0,8026,24.73409832015,0.998404767067328,-14128,0.724745845403735
139,"100","106.45","40","35","1","1.5","0","0","41.2","58.8","2250","0","30","0.75","80","16","0.4","68","47.5","1910","SCANDANAVIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37365","KMART","X818","19910604",1,0,8588,24.73409832015,0.998445213712364,15722,0.762212189248557
140,"100","106.45","40","35","0.75","1.5","0","0","47.9","52.1","2250","0","30","0.75","80","16","0.35","68","47.5","1910","SCANDANAVIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37365","KMART","X346","19910604",4,0,8092,241.841486428915,0.999148959824472,-47078,0.782815738351554
141,"100","106.45","40","30","1.8","2.5","0","2","36.8","52.6","2250","10.5","40","0.5625","74","15.5","0.367","54","45","1910","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35460","ECKERD","X103","19910605",4,0,7706,3.10468645918326,0.999098370699412,76014,0.747482773549674
142,"100","106.89","40","40","1","2.5","0","0","39.1","57.5","1500","3.4","28","0.75","64","14.9","0.333","70","37.5","1911","CANADIAN","TABLOID","827","Motter94","NO","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37365","KMART","E74","19910603",1,0,8097,0,0.998424254339144,-50904,0.729528108249359
143,"100","106.66","40","40","0.9","2.3","0","0","40.2","54.3","1500","5.4","25","0.75","65","15","0.4","70","37.5","1911","CANADIAN","TABLOID","827","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37365","KMART","E86","19910603",4,0,7885,70.2210029399888,0.999127560918689,79753,0.762651517405533
144,"100","110","40","35","1.5","2","0","0","37.6","53.8","1600","8.6","20","0.8125","74","14.5","0.4","60","47.5","1911","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37338","WARDS","X396","19910529",1,0,7694,0,0.998400073690653,-131323,0.704803659689736
145,"100","106.45","40","30","0.6","2.5","0","4","41.2","58.8","2200","0","28","0.9375","84","16","0.3","62","40","1910","CANADIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","?","YES","KEY","NO","37758","ROSES","X155","19910524",4,0,7785,0,0.999092478386374,65169,0.752018991291439
146,"100","106.45","40","30","1","1.4","0","4","41.2","58.8","2200","0","32","0.9375","84","16","0.267","62","40","1910","CANADIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35758","ROSES","X29","19910524",1,0,8197,175.580795243828,0.998447778192981,-96828,0.741519406159593
147,"100","103.125","40","30","1","2.5","0","0","41.2","58.8","2400","0","26","1","85","15.5","0.2","64","40","1910","CANADIAN","TABLOID","816","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35458","ECKERD","G518","19910430",4,0,8674,0.975024440387283,0.999591664809622,123910,0.85261376460174
148,"100","106.66","40","30","1","2.5","0","3","40","60","2400","0","31","0.75","82","15","0.233","64","40","1910","CANADIAN","TABLOID","816","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35458","ECKERD","G608","19910430",1,0,8431,24.2483599837737,0.998447068630236,-200377,0.752194908701006
149,"100","106.45","40","40","1","3","0","0","37.5","62.5","1700","0","50","0.75","82","17","0.367","69","50","1910","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47203","MODMAT","M337","19910531",3,1,7822,0,0.999613133372091,222984,0.576802417124984
150,"100","110","40","35","0.5","1","0","0","38.9","55.6","1600","5.6","28","0.5625","76","16","0.4","60","50","1911","CANADIAN","TABLOID","824","Motter94","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37338","WARDS","X381","19910529",4,0,7443,6.5804182081651,0.999108465977114,94329,0.732013565884198
151,"100","110","40","33","1.3","2.8","0","0","41.3","48.1","1750","10.6","25","0.75","98","15.4","0.4","62","50","1910","?","TABLOID","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37915","HILLS","J582","19910524",1,0,7881,0,0.998395191554145,-107234,0.715125621623535
152,"100","110","40","33","0.8","2.8","0","0","39","50","1950","11","26","0.75","96","14.9","0.4","62","50","1911","?","TABLOID","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37915","HILLS","J62","19910524",4,0,7597,0,0.998853979241463,131038,0.725658137548012
153,"100","106.45","40","40","1","2.5","0","0","33.3","46.3","1700","20.4","?","?","70","13.4","0.367","68","50","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47203","MODMAT","F510","19910528",1,1,7946,24.2483599837737,0.998354850715428,-447556,0.622858856418695
154,"100","106.89","40","35","1","2.5","0","1","34.5","59.5","1500","6","30","0.875","90","15.1","0.4","68","35","1911","SCANDANAVIAN","TABLOID","815","WoodHoe70","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37305","KMART","Y216","19910604",4,1,7469,0,0.999600583716232,448730,0.590821369164346
155,"100","110","40","30","0.8","3","0","5","42.1","52.6","2244","5.3","30","0.25","84","16.02","0.3","56","?","1910","?","TABLOID","816","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37501","WARDS","G089","19910610",1,0,7754,0,0.998380631123179,-221005,0.707063774221053
156,"100","106.45","40","30","0.5","1.8","0","0","42.1","52.6","2244","5.3","28","0.3125","79","15.03","0.367","56","32.5","?","?","TABLOID","816","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37501","WARDS","G572","19910610",4,0,7347,0,0.998858244748002,226515,0.711391662271857
157,"100","103.22","40","33","1","2","0","0","47.4","52.6","2550","0","30","0.75","82","17","0.3","56","40","1910","CANADIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37177","AMES","X390","19910611",1,0,8554,0,0.998437515589057,-94255,0.758821804868714
158,"100","103.22","40","33","1","2","0","0","47.4","52.6","2550","0","30","0.75","72","17","0.283","56","30","1910","CANADIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37177","WARDS","X831","19910611",4,0,8277,144.647045287278,0.999131377180371,-45416,0.791644763643569
159,"100","100","40","33","1","2.75","0","0","37.5","62.5","2050","0","35","0.75","98","16","0.3","69","30","1910","CANADIAN","TABLOID","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37501","WARDS","G78","19910614",1,0,8519,308.154181971363,0.998436322954627,115353,0.764850645564616
160,"100","103.22","40","30","1.1","2.85","0","0","38.9","55.6","2426","5.6","21","0.75","72","15.6","0.267","69","45","1910","CANADIAN","TABLOID","827","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35759","ROSES","X158","19910614",1,0,8025,175.580795243828,0.998438090614326,-66052,0.730442433763706
161,"100","103.22","40","30","0.7","2.7","0","0","38.9","55.6","2426","5.6","22","0.75","76","16.1","0.267","69","45","1910","CANADIAN","TABLOID","827","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37579","ROSES","X804","19910614",4,0,7942,148.352396016003,0.999224357973333,-109713,0.775125119481083
162,"100","100","40","33","1","2.5","0","0","42.1","52.6","2050","0.5","30","0.75","94","15.5","0.2","69","32.5","1910","CANADIAN","TABLOID","815","WoodHoe70","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37501","WARDS","G69","19910614",4,0,8206,0,0.999594473953064,-204486,0.816170745153763
163,"100","103.125","40","30","0.9","2.5","0","5","34.9","58.1","1900","7","30","0.8125","82","15","0.2","66","?","1910","CANADIAN","TABLOID","824","Motter94","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37502","WARDS","X820","19910627",1,1,7797,0,0.99841692597148,679327,0.627088873983557
