"a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","label","degree","betweenness","clustering.coefficient","bonacich","weight"
"X720","TVGUIDE",25513,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","NORTHUS",1911,45,45,NA,14.7,75,0.625,30,15,1734,50,35,2,0,1.5,0.6,34,40,103.22,100,1,9650,0.5,1,-660042,0.596073042479503
"G404","JCP",38051,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID",NA,NA,60,49,0.333,14.9,77,0.75,27,0,1650,58.8,41.2,0,0,2.5,0.7,33,40,103.33,100,0,9876,1,1,214152,0.776766388305177
"X798","TVGUIDE",25514,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID",NA,1910,55,49,0.267,12.5,70,0.625,30,5.6,1750,55.6,38.9,0,0,2.5,0.9,34,40,106.66,100,1,9821,6,1,361765,0.596581029743197
"X160","TVGUIDE",25513,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,2,"TABLOID",NA,1911,45,45,NA,15.1,75,0.625,20,15,1750,50,35,0,0,1.6,0.9,34,40,103.22,100,0,9803,0,1,27319,0.772727506280222
"G416","JCP",38051,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"TABLOID",NA,1910,55,49,0.2,15.6,74,0.75,24,0,1650,58.8,41.2,0,0,2.5,1.7,33,40,103.33,100,0,10484,8.5,1,-1484452,0.815107018308784
"X350","KMART",37355,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID",NA,1911,40,49,0.233,15.3,74,1,34,0,2000,62.5,37.5,0,0,2.2,1,35,40,100,100,0,10749,92,1,2105866,0.610781803742021
"X264","KMART",37355,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,9,"TABLOID",NA,1911,40,49,0.233,16.8,78,0.9375,30,0,2000,62.5,37.5,0,0,2.4,0.9,35,40,100,100,0,10499,1,1,-4852744,0.844952312380048
"X838","TVGUIDE",25515,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","NORTHUS",1911,42.5,46,0.3,14,77,0.625,42,15.8,1850,49.5,34.6,8,0,1.5,0.8,34,40,100,100,1,9893,18,1,8291310,0.616183771578642
"X89","WOOLWORTH",37081,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,1,"TABLOID","CANADIAN",1911,35,44,0.2,15.5,100,0.875,30,0,2200,53.2,46.8,0,0,0,0,30,40,100,100,1,9383,1,1,-5544073,0.613346248701749
"X102","BELK",35534,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",827,2,"TABLOID","NORTHUS",1910,42,44,0.3,15,80,1.25,20,16.7,1300,49,34.3,0,0,2.5,0.2,40,40,110,100,0,9564,0,1,-1769531,0.749640822134075
"X830","BELK",35534,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",827,9,"TABLOID","NORTHUS",1910,45,44,0.3,15.5,75,1.25,20,14.1,1300,50.5,35.4,0,0,2.5,1.5,40,40,110,100,0,9661,0,1,6042896,0.758842363671227
"X118","ROSES",35754,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1910,50,43,0.3,16,70,0.8125,30,3.4,2400,56.8,39.8,0,0,2.5,0.8,30,40,103.125,100,0,10300,0,1,-390814,0.82560087290442
"X35","ROSES",35754,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,47,43,0.267,16,80,0.5625,30,9.1,2400,50.5,40.4,0,0,2.5,1.1,30,40,103.125,100,0,10424,13,1,-693675,0.792809037803601
"X390","COLORTILE",37572,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1911,35,48,0.233,16,76,0.8125,30,8.9,1900,49.5,41.6,0,0,2.5,1.2,30,40,103.22,100,0,10410,1,1,118439,0.834487627199041
"X754","COLORTILE",37572,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1911,35,48,0.233,16,86,0.5625,30,16.1,1900,44.6,39.3,0,0,2.5,1.5,30,40,103.22,100,0,10386,33,1,-507886,0.726447653454874
"O2","TARGET",35814,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",827,2,"SPIEGEL","CANADIAN",1911,35,43,0.233,14,75,1.25,20,7.6,NA,54.3,38,0,0,2.5,2,33,40,106.66,100,0,9755,1,1,-1270959,0.764779781666055
"3","TARGET",35814,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",827,9,"SPIEGEL","CANADIAN",1911,37.5,43,0.233,14,80,1.25,20,6.25,NA,52.1,41.7,0,0,3,1.5,33,40,106.66,100,0,9295,1,1,2062605,0.722400247735943
"F103","BESTPROD",37822,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1910,40,44,0.2,15,68,0.75,NA,0,1750,58.8,41.2,0,0,2.7,0.7,35,40,103.125,100,0,10247,3.33333333333333,1,-3205619,0.807607661846365
"S180","BESTPROD",37822,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1910,40,44,0.233,15.5,68,0.75,NA,5.6,1750,55.6,38.9,0,0,1.5,0.5,35,40,103.125,100,0,9357,0,1,4144401,0.730731945523402
"O8","TARGET",35816,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,2,"SPIEGEL","CANADIAN",1910,47.5,68,0.4,14,78,0.75,22,0,1900,62.5,37.5,0,0,2.1,1.7,33,40,103.125,100,1,10006,38,1,781327,0.652380029009504
"G608","ECKERD",35458,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",816,2,"TABLOID","CANADIAN",1910,40,60,0.233,15,78,1,28,0,2380,60,40,3,0,2.5,1,30,40,106.66,100,1,10127,2,1,-508187,0.571747672502191
"F416","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER70",813,9,"CATALOG","NORTHUS",1910,55,55,0.3,16.3,100,1,NA,0,1650,58.8,41.2,0,0,NA,NA,40,40,106.66,100,1,8572,0,1,-3602547,0.666397938000688
"R14","TARGET",35816,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"SPIEGEL","CANADIAN",1910,40,55,0.433,15.5,92,0.75,22,9.6,1550,53.2,37.2,1,0,2.9,1.3,33,40,106.66,100,1,9321,0,1,5220960,0.615193101976577
"R14","TARGET",35816,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"SPIEGEL","CANADIAN",1910,40,52,NA,16,86,0.75,26,9.6,1975,53.2,37.2,1,0,2.9,1.3,33,40,100,100,1,9180,0,1,-13700611,0.624222399820614
"X249","GUIDEPOSTS",23055,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","YES","MOTTER94",821,7,"TABLOID",NA,1910,42.5,52,0.4,13.9,76,0.625,25,0,1800,50,50,0,0,2.5,0.9,40,40,106.66,100,1,10004,3,1,6913677,0.580360204888531
"X817","TVGUIDE",25520,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","CANADIAN",1910,50,56,0.267,15.2,76,0.625,25,3.4,1760,56.8,39.8,2,0,2.5,0.8,34,40,103.125,100,1,10162,34.5,1,-10626006,0.633746404547222
"X746","TVGUIDE",25520,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","NORTHUS",1910,45,57,0.267,14,76,0.75,20,3.4,1800,56.2,40.4,2,0,2,0.8,34,40,103.125,100,1,10086,15.5,1,16624438,0.599273397122414
"X195","TOYSRUS",35982,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,2,"TABLOID","CANADIAN",1910,47,67,0.4,16,74,0.8125,38,0,1900,58.8,41.2,2,0,2.5,1.1,33,40,103.125,100,0,9331,0,1,403632,0.728424136696904
"X405","TOYSRUS",35872,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,47,67,0.333,16,82,0.5625,30,1.5,1900,50.5,34.3,0,0,2.5,1.1,33,40,103.125,100,0,9654,3,1,-4014311,0.748896996651636
"M337","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1910,50,52,0.3,17,69,0.75,NA,0,1700,58.8,41.2,0,0,2.2,0.9,40,40,106.66,100,0,9611,1,1,-11815278,0.750988138002396
"T32","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1910,50,55,0.233,13.34,74,0.625,NA,4.8,1635,59.5,35.7,1,0,3,2,40,40,100,100,0,8836,0,1,12588764,0.687109894638201
"M410","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,50,55,0.233,13.86,70,0.625,47,10.2,1635,51,38.8,0,0,3,1,40,40,100,100,0,9582,5,1,-24521440,0.736272747590069
"E510","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1910,50,52,0.267,15.6,71,0.75,NA,20.6,1700,46.7,32.7,0,0,2.5,0.6,40,40,106.66,100,0,9954,4,1,57892206,0.774764750664443
"G108","AMES",37168,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID","CANADIAN",1911,30,63,0.3,13,94,1,29,0,1800,56.2,43.8,0,0,2.5,1,30,40,110,100,1,10110,5,1,-37116470,0.578083013371578
"G145","WARDS",37333,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID","CANADIAN",1911,50,60,0.267,13.6,86,1.125,28,0,1500,64.1,35.9,0,0,2.5,1,33,40,106.45,100,1,10237,44.5,1,64399700,0.651049534983946
"X356","TVGUIDE",25517,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1911,55,53,0.3,14.2,72,0.625,25,22.7,1750,45.5,31.8,1,0,2.4,0.9,34,40,103.125,100,1,9635,7,1,-144033544,0.609846430423298
"G95","WARDS",37333,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",815,2,"TABLOID","CANADIAN",1910,35,56,0.3,15.3,80,0.75,20,0,1900,76.9,23.1,0,0,2.5,1.25,33,40,106.66,100,1,10094,0,1,102327041,0.569992506379432
"X802","HANHOUSE",37994,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1911,55,56,0.233,15,84,0.625,25,16.7,1850,52.1,31.3,4,0,2,0.6,34,40,103.125,100,1,9839,13.5,1,46415463,0.610356334823933
"X779","TVGUIDE",25513,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1910,55,49,0.2,15,78,0.625,20,17.1,1900,47.6,35.2,0,0,2.5,0.85,34,40,106.45,100,1,9939,1,1,-108973516,0.580343530389133
"T380","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,2,"CATALOG","NORTHUS",1910,50,50,0.2,15.7,90,0.75,50,0,1420,62.5,37.5,0,0,3,1.35,40,40,106.45,100,0,9783,11,1,49446926,0.736734915370026
"F146","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,7,"CATALOG","NORTHUS",1910,50,50,0.2,15.5,74,0.75,58,4.8,1420,59.5,35.7,3,0,3,1,40,40,106.45,100,0,9381,30.5,1,-39931722,0.653363503321892
"X9","TOYSRUS",35871,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1911,35,56,0.233,16,82,0.5625,28,5.6,2100,56.2,38.2,0,0,1.7,0.4,30,40,103.125,100,0,9768,1,1,-18136158,0.766049831704937
"X21","TOYSRUS",35871,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1911,35,56,0.2,15,80,0.8125,40,8.6,2100,53.8,37.6,8,0,1.7,1,30,40,100,100,0,9316,9,1,-9702138,0.702085910083419
"X220","AMES",37169,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1911,40,50,0.2,16,68,0.8125,30,0,2400,58.8,41.2,8,0,2.5,1.5,33,40,103.125,100,0,10086,0,1,49963686,0.801972836269619
"X147","AMES",47169,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1911,40,50,0.233,16,70,0.5625,30,0,2400,58.8,41.2,8,0,1.5,0.5,33,40,103.125,100,0,10314,4.5,1,-44359909,0.810764334088135
"E92","KMART",32360,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",827,2,"TABLOID",NA,1910,NA,59,0.233,14.2,80,1,20,5.6,NA,55.6,38.9,0,0,2,2.5,33,40,106.45,100,0,9547,10,1,5479752,0.718777763706895
"E85","KMART",32360,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID",NA,1911,37.5,59,0.233,16,75,0.75,20,4.3,NA,54.3,41.3,0,0,2.5,1.5,33,40,106.45,100,0,10174,3,1,38688721,0.800907602020295
"F685","BESTPROD",37822,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"CATALOG","NORTHUS",1911,40,54,0.2,15.8,76,0.5,38,5.6,1736,55.6,38.9,0,0,2.5,1.5,35,40,103.125,100,0,10464,22.5,1,31994376,0.765468847290643
"F569","BESTPROD",37822,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","YES","WOODHOE70",816,2,"CATALOG","NORTHUS",1911,40,54,0.2,15.4,78,0.5,34,5.7,1736,56.8,36.9,0,0,2.5,1.1,35,40,103.125,100,0,10333,8.5,1,-88634274,0.798713703616673
"X139","HANHOUSE",37994,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,2,"TABLOID","NORTHUS",1911,55,45,0.267,15.5,79,0.625,20,16.7,1850,54.3,34.3,4,0,2.5,1,34,40,100,100,0,9894,0,1,187408905,0.781896060324432
"X12","TVGUIDE",25519,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1910,52,64,0.4,15.5,82,0.625,30,0,1800,71.4,28.6,4,0,2.5,0.9,34,40,103.125,100,1,9664,13,1,-186176849,0.62037552949753
"G518","ECKERD",35458,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",816,9,"TABLOID","CANADIAN",1910,40,56,0.233,16.5,79,0.5,28,0,2300,60.2,39.8,0,0,2.5,1.5,30,40,106.45,100,1,10174,5.5,1,-1588104,0.575438347155561
"X116","ECKERD",35460,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1910,45,54,0.333,15.5,76,0.8125,30,5.6,2250,55.6,38.9,2,0,2.5,1.3,30,40,106.45,100,0,9700,4,1,25490574,0.750147788200146
"X818","KMART",37365,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","SCANDANAVIAN",1910,47.5,68,0.4,16,80,0.75,30,0,2250,58.8,41.2,0,0,1.5,1,35,40,106.45,100,0,10127,9,1,18245725,0.775742715297891
"X346","KMART",37365,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",828,9,"TABLOID","SCANDANAVIAN",1910,47.5,68,0.35,16,80,0.75,30,0,2250,52.1,47.9,0,0,1.5,0.75,35,40,106.45,100,0,9912,1,1,46064217,0.780405516178732
"X103","ECKERD",35460,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,45,54,0.367,15.5,74,0.5625,40,10.5,2250,52.6,36.8,2,0,2.5,1.8,30,40,106.45,100,0,10039,5,1,-144334653,0.780040702127895
"E74","KMART",37365,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","NO","MOTTER94",827,2,"TABLOID","CANADIAN",1911,37.5,70,0.333,14.9,64,0.75,28,3.4,1500,57.5,39.1,0,0,2.5,1,40,40,106.89,100,0,9970,2,1,159571879,0.782988755096498
"E86","KMART",37365,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID","CANADIAN",1911,37.5,70,0.4,15,65,0.75,25,5.4,1500,54.3,40.2,0,0,2.3,0.9,40,40,106.66,100,0,10197,2,1,-259899148,0.806904708132618
"X396","WARDS",37338,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1911,47.5,60,0.4,14.5,74,0.8125,20,8.6,1600,53.8,37.6,0,0,2,1.5,35,40,110,100,0,9528,0,1,363951180,0.746282340680774
"X155","ROSES",37758,"NO","KEY","YES",NA,"GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,9,"TABLOID","CANADIAN",1910,40,62,0.3,16,84,0.9375,28,0,2200,58.8,41.2,4,0,2.5,0.6,30,40,106.45,100,0,9876,3,1,-233715539,0.770251611314105
"X29","ROSES",35758,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","CANADIAN",1910,40,62,0.267,16,84,0.9375,32,0,2200,58.8,41.2,4,0,1.4,1,30,40,106.45,100,0,10161,18.3333333333333,1,313878681,0.749495151895661
"G518","ECKERD",35458,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"TABLOID","CANADIAN",1910,40,64,0.2,15.5,85,1,26,0,2400,58.8,41.2,0,0,2.5,1,30,40,103.125,100,0,10531,8,1,-469092576,0.822183827361167
"G608","ECKERD",35458,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID","CANADIAN",1910,40,64,0.233,15,82,0.75,31,0,2400,60,40,3,0,2.5,1,30,40,106.66,100,0,10572,25,1,899897488,0.768055037920418
"M337","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1910,50,69,0.367,17,82,0.75,50,0,1700,62.5,37.5,0,0,3,1,40,40,106.45,100,1,8857,1,1,-966131334,0.648219938750495
"X381","WARDS",37338,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,9,"TABLOID","CANADIAN",1911,50,60,0.4,16,76,0.5625,28,5.6,1600,55.6,38.9,0,0,1,0.5,35,40,110,100,0,9655,5,1,261690385,0.742931524008683
"J582","HILLS",37915,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID",NA,1910,50,62,0.4,15.4,98,0.75,25,10.6,1750,48.1,41.3,0,0,2.8,1.3,33,40,110,100,0,9971,1,1,-801871715,0.786443948139508
"J62","HILLS",37915,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"TABLOID",NA,1911,50,62,0.4,14.9,96,0.75,26,11,1950,50,39,0,0,2.8,0.8,33,40,110,100,0,9878,0,1,1810410920,0.780268275417614
"F510","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1910,50,68,0.367,13.4,70,NA,NA,20.4,1700,46.3,33.3,0,0,2.5,1,40,40,106.45,100,1,8956,0,1,-500923052,0.63912483077423
"Y216","KMART",37305,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"TABLOID","SCANDANAVIAN",1911,35,68,0.4,15.1,90,0.875,30,6,1500,59.5,34.5,1,0,2.5,1,35,40,106.89,100,1,9530,0,1,-1425305760,0.602279718667907
"G089","WARDS",37501,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID",NA,1910,NA,56,0.3,16.02,84,0.25,30,5.3,2244,52.6,42.1,5,0,3,0.8,30,40,110,100,0,9767,5,1,-256516121,0.753385173610196
"G572","WARDS",37501,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"TABLOID",NA,NA,32.5,56,0.367,15.03,79,0.3125,28,5.3,2244,52.6,42.1,0,0,1.8,0.5,30,40,106.45,100,0,9405,0,1,496575177,0.735031160303214
"X390","AMES",37177,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","CANADIAN",1910,40,56,0.3,17,82,0.75,30,0,2550,52.6,47.4,0,0,2,1,33,40,103.22,100,0,10737,20,1,-309755881,0.801761731411543
"X831","WARDS",37177,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,9,"TABLOID","CANADIAN",1910,30,56,0.283,17,72,0.75,30,0,2550,52.6,47.4,0,0,2,1,33,40,103.22,100,0,10533,41.5,1,338307182,0.715141112512745
"G78","WARDS",37501,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID","CANADIAN",1910,30,69,0.3,16,98,0.75,35,0,2050,62.5,37.5,0,0,2.75,1,33,40,100,100,0,10624,9,1,-140251228,0.829043745375586
"X158","ROSES",35759,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,2,"TABLOID","CANADIAN",1910,45,69,0.267,15.6,72,0.75,21,5.6,2426,55.6,38.9,0,0,2.85,1.1,30,40,103.22,100,0,10198,3.5,1,-55754518,0.801729497910878
"X804","ROSES",37579,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID","CANADIAN",1910,45,69,0.267,16.1,76,0.75,22,5.6,2426,55.6,38.9,0,0,2.7,0.7,30,40,103.22,100,0,10490,1,1,-92979319,0.843882172421461
"G69","WARDS",37501,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",815,9,"TABLOID","CANADIAN",1910,32.5,69,0.2,15.5,94,0.75,30,0.5,2050,52.6,42.1,0,0,2.5,1,33,40,100,100,0,10357,3,1,611474462,0.820972936644006
"X820","WARDS",37502,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,2,"TABLOID","CANADIAN",1910,NA,66,0.2,15,82,0.8125,30,7,1900,58.1,34.9,5,0,2.5,0.9,30,40,103.125,100,1,9387,1,1,-391291586,0.613095419649844
"I343","MASSEY",37938,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,9,"CATALOG","NORTHUS",1910,45,65,0.3,16.3,78,0.75,32,3.4,1700,56.8,39.8,4,0,2.5,1,34,40,106.45,100,1,9826,8,1,2259221668,0.600181264324449
"R2","SHEPLERS",35528,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"SPIEGEL","NORTHUS",1910,40,68,0.3,14,88,0.75,32,0,1742,60,40,3,0,2.5,1,40,40,103.125,100,1,10172,57,1,-3721436814,0.686300449915254
"X760","WARDS",37199,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,40,64,0.2,16.5,82,0.5625,30,2.3,1900,57.5,40.2,0,0,1.3,0.8,30,40,106.45,100,1,10083,55,1,3182801311,0.688167249934234
"I383","CHILDCRAFT",37003,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","YES","WOODHOE70",815,2,"CATALOG","NORTHUS",1910,40,65,0.267,16.2,79,0.625,30,0,1500,62.5,37.5,4,0,2.5,1,38,40,106.45,100,1,10076,105,1,310369335,0.847637196529766
"T176","HANOVERHOUSE",37990,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1910,50,66,0.233,16,87,1,NA,11.1,1530,55.6,33.3,0,0,2.5,1,34,40,100,100,1,9510,0,1,1194589010,0.603491945165093
"Y255","KMART",37365,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"TABLOID","NORTHUS",1911,35,62,0.4,14.5,94,1,35,0,1900,63.3,36.7,0,0,2.5,1,35,40,106.89,100,1,10268,38,1,-3607065871,0.634300744854655
"X253","ECKERD",35460,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,2,"TABLOID","CANADIAN",1910,40,62,NA,16,80,0.8125,40,0,2250,62.5,37.5,0,0,2.5,0.7,30,40,110,100,1,9786,32.5,1,1344514899,0.655262347883676
"AA11","KMART",37365,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID","NORTHUS",1910,42.5,58,0.4,15,76,1,20,5.4,2000,54.3,40.2,0,0,2.5,1,35,40,103.33,100,1,9847,14.5,1,1673140668,0.611891415998054
