"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","label","degree","betweenness","clustering.coefficient","bonacich","weight"
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,3649,2117.6595436727,0.881035492327221,-2,0.757920343566239
12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,3004,367.399633699634,0.898244173088833,-2,0.516888202642985
11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,2803,245.044455544456,0.88675489279238,-8,0.637263791333887
7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,3925,861.177531333046,0.887410495614317,-1,0.67130780726117
8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,2542,445.310958485958,0.865583586659972,-4,0.899242520409529
9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,2722,474.517643467643,0.873513198284876,-1,0.879343287476721
12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7,2270,483.762803862804,0.858425687903773,-11,0.598511889860309
10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6,2316,193.508513708514,0.873899145150288,-9,0.848099188617549
12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4,1993,23.3409451659452,0.890914420686041,22,0.447399385513782
9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,3954,1273.12066133772,0.886270400832984,18,0.67999711915902
9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,3657,273.193996199879,0.891699703633185,-2,0.752680932943304
7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,3611,696.539827144819,0.891472940075015,1,0.75031097649022
9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,1923,242.393036130536,0.852405832537851,10,0.668146716891182
8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,4058,1645.02727385703,0.891721228625607,-7,0.737110735717235
8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,2889,269.764499389499,0.896300860786842,7,0.891786312782879
10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,2438,545.35222971473,0.867469806674893,2,0.959490248711556
7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,2625,84.4713235294118,0.896009472009472,19,0.899252754950674
11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6,2420,368.078021978022,0.869267217630854,-8,0.981836742384924
6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5,2399,116.916666666667,0.887006395977092,-12,0.717625402885103
9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,2288,419.930843206501,0.867049600319295,0,0.511600368377706
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,2473,120.312522200022,0.874617684131935,-5,0.456288048824344
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,3411,230.016492657669,0.89242472426364,-4,0.777024951848346
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,1859,108.832338494838,0.853126063828405,-10,0.655702081009665
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,3411,435.674825991002,0.89242472426364,2,0.777024951848346
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,2473,160.741093628594,0.874617684131935,3,0.456288048824344
6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,3393,1096.69508934693,0.884466583716331,-2,0.689079042948353
9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,3780,1624.36619331933,0.880042313866828,-16,0.782986069690566
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,3337,1208.38427354809,0.87817445596408,-7,0.57051403441327
12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,2743,204.575611888112,0.888194632096769,21,0.616858825546106
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,1859,135.332338494838,0.853126063828405,4,0.655702081009665
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,3875,1124.03469626778,0.886412258935179,-11,0.658307800980882
11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,2370,38.2541597291597,0.879226420385738,12,0.739991089036149
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,2689,239.498382173382,0.868292955792292,-2,0.491880018848566
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,2974,365.511002886004,0.889738827324025,-5,0.604012261446779
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,2689,345.010286935287,0.868292955792292,1,0.491880018848566
8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,2781,92.4080364080364,0.889157904185405,11,0.605973132515245
11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,2567,255.234010872169,0.87195464488343,4,0.911739299775972
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,2974,570.995526695526,0.889738827324025,-1,0.604012261446779
7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,2713,233.730108780109,0.875118602822219,-8,0.552772501014153
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,1722,68.9308621933622,0.853504434884732,-2,0.392553415918475
11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,2755,850.630205905206,0.870652956681959,-2,0.961283103416466
15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,2001,180.686360861361,0.853965481272911,10,0.648236635472129
10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,2396,392.934281690532,0.863442477504436,7,0.547154136428087
5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7,2036,559.324163336664,0.844243908160572,-11,0.820538871878579
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,3696,1317.51973980462,0.879216588686286,-11,0.796248791411334
12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5,3120,596.205018592519,0.893327838827839,-5,0.808918679484281
9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,2658,434.560833529216,0.865046520238394,17,0.467698803458224
8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,3347,1467.85244554207,0.874065300630551,5,0.900400852920789
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,3161,554.032638807271,0.888179485458827,-6,0.6286856621351
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,3161,1017.99275785489,0.888179485458827,1,0.6286856621351
8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,2185,55.8529130591631,0.875286574600076,13,0.810123043339807
6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,3997,1081.50615862895,0.89524621220878,-6,0.566804947079495
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,2734,553.187879552509,0.8637182990477,-4,0.551723173005497
7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,3032,432.021459942706,0.874137814756509,-13,0.536370869378644
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,1712,34.245670995671,0.87497307284417,22,0.30694076934487
8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,3245,711.054458939753,0.870596270907654,-1,0.500811239002903
9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,5,3296,454.624199534126,0.896697959843659,1,0.879181241039203
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,2734,670.05511093224,0.8637182990477,-7,0.551723173005497
11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,1870,25.1052308802309,0.867492577948959,20,0.249955786315406
9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,3516,874.643777494435,0.882232092724019,2,0.730723310904221
8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,3483,797.684031929542,0.880545253593029,4,0.593508192235072
11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5,2874,417.694985569985,0.873495625807734,-3,0.533539290471538
8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5,2965,94.252026568203,0.893682258306416,-11,0.824145979032917
11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,2980,970.995032745033,0.870626460009641,-17,0.97727424549881
10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5,2655,479.176803751804,0.859975917448395,-6,0.433733751357394
10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,2877,452.498281089826,0.882297326510048,-11,0.705956203027699
8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,2336,104.084635685951,0.871639857207372,20,0.906640094925442
11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,3260,1412.20421443237,0.874092201753572,-10,0.894655243315116
8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,2383,25.8489554154995,0.881757614377561,9,0.63861993490755
13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5,2492,72.5362252728352,0.894326681383478,4,0.86346218516814
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,3526,1028.82883843378,0.882617024795177,5,0.724366606991619
12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,3170,462.809244921745,0.888884300690937,6,0.619856188452749
9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,2676,292.178312373901,0.863107678922458,-12,0.453818593900611
10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,2897,575.749511986122,0.869162341302138,7,0.981163865417829
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,3434,506.833127849963,0.878382395232445,8,0.57048616302733
9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5,2888,1087.6048081004,0.86261916028302,3,0.447449594981952
10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,2653,868.565816697492,0.864768880232987,2,0.871878356928162
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,3434,623.630746897581,0.878382395232445,-3,0.57048616302733
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,3672,1931.32810827244,0.876568884194157,-13,0.854649529761455
10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5,2775,389.363037860832,0.862983978858156,7,0.451524802825723
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8,2517,495.098193473193,0.864335344087685,11,0.35106487219489
10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,2472,101.751294253132,0.871868517927913,3,0.526530375894981
10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5,2472,204.031056157894,0.871868517927913,-1,0.526530375894981
10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,1825,26.6738455988456,0.871732515598916,3,0.875115436055381
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,2747,178.736275141267,0.863173582057526,-3,0.453218832407256
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,2747,277.736275141267,0.863173582057526,1,0.453218832407256
10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,2571,553.802414557407,0.861778284815334,6,0.806489009005843
11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,2007,75.9676587301587,0.865652834725815,-9,0.518501681584576
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,3136,1566.0575542513,0.873618120366815,1,0.900112117223716
9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,3490,961.010013884583,0.890387038060001,2,0.609756416590252
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,1977,130.206944444444,0.851933680217003,10,0.676960303632173
8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,2139,355.482297307955,0.849266819419969,-3,0.726009647667263
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,3431,186.338235985721,0.885947684404055,2,0.667799715108431
6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,3248,474.477697914831,0.885024363380641,4,0.675648584382814
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,2123,14.9864468864469,0.868843314576765,5,0.330491492850815
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,4132,677.842602485136,0.897955043535899,4,0.5422553429878
7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5,3355,570.576599095349,0.886057858112678,15,0.669591167251764
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,2123,26.4864468864469,0.868843314576765,-6,0.330491492850815
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,3431,327.449347096832,0.885947684404055,-5,0.667799715108431
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,4132,697.259269151803,0.897955043535899,-2,0.5422553429878
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,1334,19.0052960927961,0.836286717752235,3,0.994036966805129
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,1334,40.0886294261294,0.836286717752235,-1,0.994036966805129
10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,2336,273.075802669553,0.85909270431316,-5,0.592372163373947
10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,2343,292.863218031968,0.85842583511279,0,0.600392545648825
10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,1967,332.438383838384,0.851640564896005,-11,0.681097840139508
10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,2079,386.142822820454,0.853231003673482,-4,0.661041082246202
11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,3036,617.062316308563,0.874934675881968,4,0.860823827615493
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,3250,269.056245062127,0.889123539861119,-5,0.619023872637407
13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7,3052,725.782500196853,0.878612285641109,2,0.438188619588845
12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5,3037,204.043195151941,0.890210194525217,12,0.749995930159403
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,3250,416.324102204985,0.889123539861119,-1,0.619023872637407
10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,2498,211.839522648404,0.882360625342379,-11,0.691654611542368
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,1463,37.3865134865135,0.845149469666033,17,0.775331877414122
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,1463,52.3865134865135,0.845149469666033,-3,0.775331877414122
8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,1773,9.24862914862915,0.893346092342271,8,0.877998545313856
12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,1977,89.6975024975025,0.865154049728879,-11,0.921060985472385
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3,1392,24.7579365079365,0.8602399771121,20,0.237744368092949
10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,6,3033,749.503839624428,0.877706540166227,-7,0.79774137163064
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,3351,222.970550691139,0.884553658712273,-1,0.648132327444679
9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,3956,2584.94249700462,0.880250343903094,-9,0.786528180749354
7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,4140,1337.33323956429,0.893555877179164,3,0.768123646753034
8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5,2101,34.6395562770563,0.877602612770535,-8,0.594171141103588
9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5,3215,635.611129148629,0.888342807792257,-8,0.710300369217222
9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,3402,181.807118290207,0.888391866146592,-8,0.704397879848897
10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5,2755,198.36479015051,0.893310279426432,10,0.826032313294771
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,3351,216.970550691139,0.884553658712273,10,0.648132327444679
7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,3368,287.615122785711,0.885780880937619,12,0.668243350093782
8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,3193,197.000373237873,0.890681564847836,1,0.598426224665178
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,3593,295.450535820389,0.883624149804602,-16,0.628538280925281
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,3528,922.823686545223,0.869890484929604,-1,0.961165351932954
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,2916,341.204246600493,0.875442763494131,-7,0.55159873439201
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,2916,610.972897394144,0.875442763494131,1,0.55159873439201
10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,3091,349.029241080557,0.879902865629943,9,0.756433105933364
10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,3070,654.70070179004,0.87916720647024,2,0.769717538783057
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,3528,1032.75225797379,0.869890484929604,-4,0.961165351932954
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,3593,409.343392963246,0.883624149804602,4,0.628538280925281
8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,3497,447.534813430034,0.880551208811396,0,0.760863872006639
12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7,1988,303.306043956044,0.849137819176452,0,0.722562779072511
11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,2240,91.1900379226037,0.867527007887136,-18,0.493554092681937
9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5,3435,911.752513508163,0.889010087152508,0,0.713480457663601
9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,2459,264.796269008769,0.870329447779452,-4,0.951636807437186
9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,3163,619.477575202575,0.871328942955291,-5,0.508478444602352
11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6,3374,292.365622518177,0.893055044249628,10,0.575859271890523
14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,2092,228.116738816739,0.867111601572198,-6,0.971595932943814
9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5,2542,173.700598421187,0.884674117846189,4,0.675284066027631
7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6,3740,986.303581914301,0.890774024715645,0,0.6116753906824
10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6,3028,1811.16891514059,0.864918184535575,-7,0.855488686323572
12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6,3252,678.029604382545,0.891481635404589,4,0.590573758862763
9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,3097,748.240612242972,0.8722911444474,4,0.934668847805241
6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,3243,898.784843138887,0.876320773861144,-4,0.838467532046185
9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,3407,992.397686103027,0.886541125340501,-1,0.658415362503274
9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,3240,496.978777665833,0.890190048103462,3,0.605537251770208
5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5,2695,316.695631531351,0.887121866663055,-5,0.708763526280368
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,2169,29.8776732254674,0.867890750926551,8,0.497760326439358
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,2169,30.8776732254674,0.867890750926551,-2,0.497760326439358
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,2088,46.2941770647653,0.874075997476496,2,0.832420523657536
15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,2169,42.8776732254674,0.867890750926551,0,0.497760326439358
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,2088,39.2941770647653,0.874075997476496,0,0.832420523657536
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,2450,28.5748612498613,0.876302982731554,1,0.800660107563551
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,3028,465.132362569491,0.870526949318691,-2,0.504164304559423
9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5,3552,400.968846961862,0.889937505765151,-3,0.724998695563827
9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5,2701,278.909640767729,0.886599583180735,1,0.699982768289096
7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,3291,789.853915915525,0.883213875036493,-6,0.705659716148045
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,2450,55.1748612498612,0.876302982731554,2,0.800660107563551
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,3028,845.341565866194,0.870526949318691,2,0.504164304559423
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,2753,117.097181443428,0.874212042798309,-5,0.863488076923214
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,2753,278.763848110095,0.874212042798309,1,0.863488076923214
9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,2743,675.475653921242,0.87058544404516,-10,0.962551711175346
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,3551,201.513552776343,0.885360431883138,4,0.680537153515961
11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,6,3025,1400.99556631879,0.873194525774378,3,0.905032422975989
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,3551,348.68021944301,0.885360431883138,-2,0.680537153515961
10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5,2474,206.27003968254,0.864971948869749,4,0.470059574999834
10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,4,2704,356.36254995005,0.877441360521051,0,0.366083197865298
10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,6,3358,1000.07848679099,0.888618705314759,3,0.62853345665483
12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6,3502,1269.82918690786,0.885018281564411,7,0.684167097616436
9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4,2096,28.7517010767011,0.865838967494231,5,0.325563384680118
8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5,3848,1357.84512490863,0.89194100920905,2,0.749449854632016
8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,5,3552,644.011381947124,0.893455127601469,2,0.791759391391381
10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6,2942,366.60175832939,0.877438668050139,2,0.799224676583061
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,2947,376.448346098346,0.87556627695345,-3,0.552164984633533
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,2947,748.000294150294,0.87556627695345,1,0.552164984633533
11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,5,3178,1231.48543398122,0.874910024210038,0,0.540737226516782
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7,1966,213.54183614588,0.846052511833139,-9,0.779100032492441
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7,1295,44.4045787545788,0.844680738273416,5,0.777406512151525
7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6,2403,31.7281746031746,0.893407738783311,10,0.550092708016422
11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7,2020,114.365006521257,0.866244512129335,0,0.513541113868467
7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5,3888,1741.11468431379,0.896486793526597,-2,0.842541210469805
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8,1665,46.7310245310245,0.900619232371057,18,0.24335238559702
10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7,1926,225.045727189477,0.844440960457718,-10,0.810951067305584
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,3580,372.216096300501,0.894441186456372,-1,0.811413502677352
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,3284,576.175797119547,0.876663539675848,-6,0.83260985959457
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,3580,536.800954467789,0.894441186456372,1,0.811413502677352
9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5,2650,498.611320623821,0.880984058643929,-12,0.620881807576199
7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,5,4031,1037.24754950931,0.902266221045506,5,0.993974068203485
8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5,3786,1199.92301116926,0.891659887364283,4,0.746738053338799
12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6,2658,369.48121803592,0.867217659714595,4,0.937783697963729
