"a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","label","degree","betweenness","clustering.coefficient","bonacich","weight"
"X720","TVGUIDE",25513,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","NORTHUS",1911,45,45,NA,14.7,75,0.625,30,15,1734,50,35,2,0,1.5,0.6,34,40,103.22,100,1,8539,4.83333333333333,1,-9360,0.614017823842413
"G404","JCP",38051,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID",NA,NA,60,49,0.333,14.9,77,0.75,27,0,1650,58.8,41.2,0,0,2.5,0.7,33,40,103.33,100,0,8983,1,1,-16982,0.786796953143887
"X798","TVGUIDE",25514,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID",NA,1910,55,49,0.267,12.5,70,0.625,30,5.6,1750,55.6,38.9,0,0,2.5,0.9,34,40,106.66,100,1,8908,25,1,10796,0.619324638440232
"X160","TVGUIDE",25513,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,2,"TABLOID",NA,1911,45,45,NA,15.1,75,0.625,20,15,1750,50,35,0,0,1.6,0.9,34,40,103.22,100,0,8913,1,1,23300,0.778643287567565
"G416","JCP",38051,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"TABLOID",NA,1910,55,49,0.2,15.6,74,0.75,24,0,1650,58.8,41.2,0,0,2.5,1.7,33,40,103.33,100,0,9449,14.3333333333333,1,-37787,0.807762889327972
"X350","KMART",37355,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID",NA,1911,40,49,0.233,15.3,74,1,34,0,2000,62.5,37.5,0,0,2.2,1,35,40,100,100,0,9584,77.5,1,17469,0.677606577379298
"X264","KMART",37355,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,9,"TABLOID",NA,1911,40,49,0.233,16.8,78,0.9375,30,0,2000,62.5,37.5,0,0,2.4,0.9,35,40,100,100,0,9491,11.5,1,-48877,0.820894102459147
"X838","TVGUIDE",25515,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","NORTHUS",1911,42.5,46,0.3,14,77,0.625,42,15.8,1850,49.5,34.6,8,0,1.5,0.8,34,40,100,100,1,8901,7.5,1,73050,0.593006452420272
"X89","WOOLWORTH",37081,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,1,"TABLOID","CANADIAN",1911,35,44,0.2,15.5,100,0.875,30,0,2200,53.2,46.8,0,0,0,0,30,40,100,100,1,8312,15,1,-55660,0.648065866908436
"X102","BELK",35534,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",827,2,"TABLOID","NORTHUS",1910,42,44,0.3,15,80,1.25,20,16.7,1300,49,34.3,0,0,2.5,0.2,40,40,110,100,0,9062,23,1,-13770,0.74199616121678
"X830","BELK",35534,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",827,9,"TABLOID","NORTHUS",1910,45,44,0.3,15.5,75,1.25,20,14.1,1300,50.5,35.4,0,0,2.5,1.5,40,40,110,100,0,8993,0,1,62886,0.790574012631491
"X118","ROSES",35754,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1910,50,43,0.3,16,70,0.8125,30,3.4,2400,56.8,39.8,0,0,2.5,0.8,30,40,103.125,100,0,9434,5,1,-18499,0.832008766295555
"X35","ROSES",35754,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,47,43,0.267,16,80,0.5625,30,9.1,2400,50.5,40.4,0,0,2.5,1.1,30,40,103.125,100,0,9757,15.3333333333333,1,3014,0.844881787759901
"X390","COLORTILE",37572,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1911,35,48,0.233,16,76,0.8125,30,8.9,1900,49.5,41.6,0,0,2.5,1.2,30,40,103.22,100,0,9348,11.5,1,-2730,0.802972473891061
"X754","COLORTILE",37572,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1911,35,48,0.233,16,86,0.5625,30,16.1,1900,44.6,39.3,0,0,2.5,1.5,30,40,103.22,100,0,9427,28.5,1,9058,0.768487102257527
"O2","TARGET",35814,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",827,2,"SPIEGEL","CANADIAN",1911,35,43,0.233,14,75,1.25,20,7.6,NA,54.3,38,0,0,2.5,2,33,40,106.66,100,0,8987,1,1,-35380,0.787268037760007
"3","TARGET",35814,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",827,9,"SPIEGEL","CANADIAN",1911,37.5,43,0.233,14,80,1.25,20,6.25,NA,52.1,41.7,0,0,3,1.5,33,40,106.66,100,0,8743,6.5,1,65670,0.74652072865238
"F103","BESTPROD",37822,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1910,40,44,0.2,15,68,0.75,NA,0,1750,58.8,41.2,0,0,2.7,0.7,35,40,103.125,100,0,9590,20.5,1,-47975,0.808473298842087
"S180","BESTPROD",37822,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1910,40,44,0.233,15.5,68,0.75,NA,5.6,1750,55.6,38.9,0,0,1.5,0.5,35,40,103.125,100,0,8943,6,1,43810,0.769564754953092
"O8","TARGET",35816,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,2,"SPIEGEL","CANADIAN",1910,47.5,68,0.4,14,78,0.75,22,0,1900,62.5,37.5,0,0,2.1,1.7,33,40,103.125,100,1,9045,30.5,1,-20417,0.618134847252232
"G608","ECKERD",35458,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",816,2,"TABLOID","CANADIAN",1910,40,60,0.233,15,78,1,28,0,2380,60,40,3,0,2.5,1,30,40,106.66,100,1,9094,16.1666666666667,1,56140,0.592814036651203
"F416","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER70",813,9,"CATALOG","NORTHUS",1910,55,55,0.3,16.3,100,1,NA,0,1650,58.8,41.2,0,0,NA,NA,40,40,106.66,100,1,8190,0,1,-91810,0.631943139602869
"R14","TARGET",35816,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"SPIEGEL","CANADIAN",1910,40,55,0.433,15.5,92,0.75,22,9.6,1550,53.2,37.2,1,0,2.9,1.3,33,40,106.66,100,1,8289,0,1,43624,0.624514498707622
"R14","TARGET",35816,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"SPIEGEL","CANADIAN",1910,40,52,NA,16,86,0.75,26,9.6,1975,53.2,37.2,1,0,2.9,1.3,33,40,100,100,1,8292,0,1,-112961,0.624292113820358
"X249","GUIDEPOSTS",23055,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","YES","MOTTER94",821,7,"TABLOID",NA,1910,42.5,52,0.4,13.9,76,0.625,25,0,1800,50,50,0,0,2.5,0.9,40,40,106.66,100,1,9048,1,1,70295,0.574256343712076
"X817","TVGUIDE",25520,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","CANADIAN",1910,50,56,0.267,15.2,76,0.625,25,3.4,1760,56.8,39.8,2,0,2.5,0.8,34,40,103.125,100,1,9162,17,1,-113355,0.589510440129482
"X746","TVGUIDE",25520,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","NORTHUS",1910,45,57,0.267,14,76,0.75,20,3.4,1800,56.2,40.4,2,0,2,0.8,34,40,103.125,100,1,9305,42,1,199340,0.617574244199147
"X195","TOYSRUS",35982,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,2,"TABLOID","CANADIAN",1910,47,67,0.4,16,74,0.8125,38,0,1900,58.8,41.2,2,0,2.5,1.1,33,40,103.125,100,0,8338,0,1,-49851,0.719714564294138
"X405","TOYSRUS",35872,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,47,67,0.333,16,82,0.5625,30,1.5,1900,50.5,34.3,0,0,2.5,1.1,33,40,103.125,100,0,8904,7.5,1,5801,0.761552379813189
"M337","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1910,50,52,0.3,17,69,0.75,NA,0,1700,58.8,41.2,0,0,2.2,0.9,40,40,106.66,100,0,9314,9,1,-53712,0.805535731284509
"T32","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1910,50,55,0.233,13.34,74,0.625,NA,4.8,1635,59.5,35.7,1,0,3,2,40,40,100,100,0,8225,0,1,25957,0.708755118713426
"M410","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,50,55,0.233,13.86,70,0.625,47,10.2,1635,51,38.8,0,0,3,1,40,40,100,100,0,8914,1,1,-74299,0.778758578467463
"E510","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1910,50,52,0.267,15.6,71,0.75,NA,20.6,1700,46.7,32.7,0,0,2.5,0.6,40,40,106.66,100,0,9211,2,1,163135,0.811822125602104
"G108","AMES",37168,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID","CANADIAN",1911,30,63,0.3,13,94,1,29,0,1800,56.2,43.8,0,0,2.5,1,30,40,110,100,1,8988,2.83333333333333,1,-39673,0.580609493399984
"G145","WARDS",37333,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID","CANADIAN",1911,50,60,0.267,13.6,86,1.125,28,0,1500,64.1,35.9,0,0,2.5,1,33,40,106.45,100,1,9128,35.8333333333333,1,86522,0.620614597973293
"X356","TVGUIDE",25517,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1911,55,53,0.3,14.2,72,0.625,25,22.7,1750,45.5,31.8,1,0,2.4,0.9,34,40,103.125,100,1,8527,2,1,-486938,0.6104434955738
"G95","WARDS",37333,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",815,2,"TABLOID","CANADIAN",1910,35,56,0.3,15.3,80,0.75,20,0,1900,76.9,23.1,0,0,2.5,1.25,33,40,106.66,100,1,9512,42,1,515935,0.602919689405386
"X802","HANHOUSE",37994,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1911,55,56,0.233,15,84,0.625,25,16.7,1850,52.1,31.3,4,0,2,0.6,34,40,103.125,100,1,8712,5.5,1,-31862,0.60287111841282
"X779","TVGUIDE",25513,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1910,55,49,0.2,15,78,0.625,20,17.1,1900,47.6,35.2,0,0,2.5,0.85,34,40,106.45,100,1,9196,6,1,-272480,0.571864033657942
"T380","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,2,"CATALOG","NORTHUS",1910,50,50,0.2,15.7,90,0.75,50,0,1420,62.5,37.5,0,0,3,1.35,40,40,106.45,100,0,9246,9,1,174830,0.797232779605393
"F146","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,7,"CATALOG","NORTHUS",1910,50,50,0.2,15.5,74,0.75,58,4.8,1420,59.5,35.7,3,0,3,1,40,40,106.45,100,0,8766,4,1,-177705,0.754860999595713
"X9","TOYSRUS",35871,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1911,35,56,0.233,16,82,0.5625,28,5.6,2100,56.2,38.2,0,0,1.7,0.4,30,40,103.125,100,0,8784,1,1,-63792,0.764051630889569
"X21","TOYSRUS",35871,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1911,35,56,0.2,15,80,0.8125,40,8.6,2100,53.8,37.6,8,0,1.7,1,30,40,100,100,0,8374,43,1,-30632,0.640227547761154
"X220","AMES",37169,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1911,40,50,0.2,16,68,0.8125,30,0,2400,58.8,41.2,8,0,2.5,1.5,33,40,103.125,100,0,9267,20.1666666666667,1,172089,0.771056789056549
"X147","AMES",47169,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1911,40,50,0.233,16,70,0.5625,30,0,2400,58.8,41.2,8,0,1.5,0.5,33,40,103.125,100,0,9352,14.8333333333333,1,-243731,0.794587111902548
"E92","KMART",32360,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",827,2,"TABLOID",NA,1910,NA,59,0.233,14.2,80,1,20,5.6,NA,55.6,38.9,0,0,2,2.5,33,40,106.45,100,0,9084,118.666666666667,1,53453,0.573871216323561
"E85","KMART",32360,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID",NA,1911,37.5,59,0.233,16,75,0.75,20,4.3,NA,54.3,41.3,0,0,2.5,1.5,33,40,106.45,100,0,9403,9,1,144005,0.816667748315242
"F685","BESTPROD",37822,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"CATALOG","NORTHUS",1911,40,54,0.2,15.8,76,0.5,38,5.6,1736,55.6,38.9,0,0,2.5,1.5,35,40,103.125,100,0,9349,39,1,-8568,0.735357410882351
"F569","BESTPROD",37822,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","YES","WOODHOE70",816,2,"CATALOG","NORTHUS",1911,40,54,0.2,15.4,78,0.5,34,5.7,1736,56.8,36.9,0,0,2.5,1.1,35,40,103.125,100,0,9215,5.5,1,-11974,0.802803627015661
"X139","HANHOUSE",37994,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,2,"TABLOID","NORTHUS",1911,55,45,0.267,15.5,79,0.625,20,16.7,1850,54.3,34.3,4,0,2.5,1,34,40,100,100,0,9059,12.5,1,534364,0.766582184152368
"X12","TVGUIDE",25519,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1910,52,64,0.4,15.5,82,0.625,30,0,1800,71.4,28.6,4,0,2.5,0.9,34,40,103.125,100,1,8837,16,1,-562034,0.610239434727673
"G518","ECKERD",35458,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",816,9,"TABLOID","CANADIAN",1910,40,56,0.233,16.5,79,0.5,28,0,2300,60.2,39.8,0,0,2.5,1.5,30,40,106.45,100,1,9266,13.0833333333333,1,-313311,0.577223043397975
"X116","ECKERD",35460,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1910,45,54,0.333,15.5,76,0.8125,30,5.6,2250,55.6,38.9,2,0,2.5,1.3,30,40,106.45,100,0,8859,6,1,285865,0.76022107398915
"X818","KMART",37365,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","SCANDANAVIAN",1910,47.5,68,0.4,16,80,0.75,30,0,2250,58.8,41.2,0,0,1.5,1,35,40,106.45,100,0,9451,12,1,23285,0.814415387544332
"X346","KMART",37365,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",828,9,"TABLOID","SCANDANAVIAN",1910,47.5,68,0.35,16,80,0.75,30,0,2250,52.1,47.9,0,0,1.5,0.75,35,40,106.45,100,0,9261,1.5,1,254702,0.819534489195131
"X103","ECKERD",35460,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,45,54,0.367,15.5,74,0.5625,40,10.5,2250,52.6,36.8,2,0,2.5,1.8,30,40,106.45,100,0,9105,3,1,-848000,0.796101162062894
"E74","KMART",37365,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","NO","MOTTER94",827,2,"TABLOID","CANADIAN",1911,37.5,70,0.333,14.9,64,0.75,28,3.4,1500,57.5,39.1,0,0,2.5,1,40,40,106.89,100,0,9120,8,1,840971,0.784852711636048
"E86","KMART",37365,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID","CANADIAN",1911,37.5,70,0.4,15,65,0.75,25,5.4,1500,54.3,40.2,0,0,2.3,0.9,40,40,106.66,100,0,9376,3.5,1,-1164729,0.828718994756275
"X396","WARDS",37338,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1911,47.5,60,0.4,14.5,74,0.8125,20,8.6,1600,53.8,37.6,0,0,2,1.5,35,40,110,100,0,8707,0,1,1788914,0.757988480734407
"X155","ROSES",37758,"NO","KEY","YES",NA,"GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,9,"TABLOID","CANADIAN",1910,40,62,0.3,16,84,0.9375,28,0,2200,58.8,41.2,4,0,2.5,0.6,30,40,106.45,100,0,8996,2,1,-678080,0.785746459134958
"X29","ROSES",35758,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","CANADIAN",1910,40,62,0.267,16,84,0.9375,32,0,2200,58.8,41.2,4,0,1.4,1,30,40,106.45,100,0,9228,42.3333333333333,1,556635,0.715926255824174
"G518","ECKERD",35458,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"TABLOID","CANADIAN",1910,40,64,0.2,15.5,85,1,26,0,2400,58.8,41.2,0,0,2.5,1,30,40,103.125,100,0,9625,3,1,-668664,0.864114915790433
"G608","ECKERD",35458,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID","CANADIAN",1910,40,64,0.233,15,82,0.75,31,0,2400,60,40,3,0,2.5,1,30,40,106.66,100,0,9640,5.5,1,878311,0.858495238955728
"M337","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1910,50,69,0.367,17,82,0.75,50,0,1700,62.5,37.5,0,0,3,1,40,40,106.45,100,1,8464,1,1,-960483,0.613366768468127
"X381","WARDS",37338,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,9,"TABLOID","CANADIAN",1911,50,60,0.4,16,76,0.5625,28,5.6,1600,55.6,38.9,0,0,1,0.5,35,40,110,100,0,8562,15,1,-993270,0.709514663134773
"J582","HILLS",37915,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID",NA,1910,50,62,0.4,15.4,98,0.75,25,10.6,1750,48.1,41.3,0,0,2.8,1.3,33,40,110,100,0,9126,1,1,1346520,0.803996075135357
"J62","HILLS",37915,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"TABLOID",NA,1911,50,62,0.4,14.9,96,0.75,26,11,1950,50,39,0,0,2.8,0.8,33,40,110,100,0,8888,1,1,-1795405,0.77577206847724
"F510","MODMAT",47203,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1910,50,68,0.367,13.4,70,NA,NA,20.4,1700,46.3,33.3,0,0,2.5,1,40,40,106.45,100,1,8230,0,1,3063008,0.62892049294208
"Y216","KMART",37305,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"TABLOID","SCANDANAVIAN",1911,35,68,0.4,15.1,90,0.875,30,6,1500,59.5,34.5,1,0,2.5,1,35,40,106.89,100,1,8598,3,1,-2511134,0.606987031371645
"G089","WARDS",37501,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID",NA,1910,NA,56,0.3,16.02,84,0.25,30,5.3,2244,52.6,42.1,5,0,3,0.8,30,40,110,100,0,8889,2,1,2398487,0.773383715178996
"G572","WARDS",37501,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"TABLOID",NA,NA,32.5,56,0.367,15.03,79,0.3125,28,5.3,2244,52.6,42.1,0,0,1.8,0.5,30,40,106.45,100,0,8707,0,1,-2332787,0.757988480734407
"X390","AMES",37177,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","CANADIAN",1910,40,56,0.3,17,82,0.75,30,0,2550,52.6,47.4,0,0,2,1,33,40,103.22,100,0,9909,24.5833333333333,1,909152,0.838027257898464
"X831","WARDS",37177,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,9,"TABLOID","CANADIAN",1910,30,56,0.283,17,72,0.75,30,0,2550,52.6,47.4,0,0,2,1,33,40,103.22,100,0,9631,28,1,-342617,0.793407881894363
"G78","WARDS",37501,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID","CANADIAN",1910,30,69,0.3,16,98,0.75,35,0,2050,62.5,37.5,0,0,2.75,1,33,40,100,100,0,9836,24.5,1,-713391,0.828630429559255
"X158","ROSES",35759,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,2,"TABLOID","CANADIAN",1910,45,69,0.267,15.6,72,0.75,21,5.6,2426,55.6,38.9,0,0,2.85,1.1,30,40,103.22,100,0,9544,11.5,1,1060680,0.827741274784598
"X804","ROSES",37579,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID","CANADIAN",1910,45,69,0.267,16.1,76,0.75,22,5.6,2426,55.6,38.9,0,0,2.7,0.7,30,40,103.22,100,0,9585,3.5,1,446536,0.85693900261792
"G69","WARDS",37501,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",815,9,"TABLOID","CANADIAN",1910,32.5,69,0.2,15.5,94,0.75,30,0.5,2050,52.6,42.1,0,0,2.5,1,33,40,100,100,0,9568,5.5,1,698779,0.848523114134484
"X820","WARDS",37502,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,2,"TABLOID","CANADIAN",1910,NA,66,0.2,15,82,0.8125,30,7,1900,58.1,34.9,5,0,2.5,0.9,30,40,103.125,100,1,8618,2,1,-3078329,0.604063460437999
"I343","MASSEY",37938,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,9,"CATALOG","NORTHUS",1910,45,65,0.3,16.3,78,0.75,32,3.4,1700,56.8,39.8,4,0,2.5,1,34,40,106.45,100,1,8897,4,1,2787286,0.588179937447204
"R2","SHEPLERS",35528,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"SPIEGEL","NORTHUS",1910,40,68,0.3,14,88,0.75,32,0,1742,60,40,3,0,2.5,1,40,40,103.125,100,1,9235,32.5,1,-6207317,0.607698414198429
"X760","WARDS",37199,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,40,64,0.2,16.5,82,0.5625,30,2.3,1900,57.5,40.2,0,0,1.3,0.8,30,40,106.45,100,1,9340,53.5,1,11322756,0.633742679260936
"I383","CHILDCRAFT",37003,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","YES","WOODHOE70",815,2,"CATALOG","NORTHUS",1910,40,65,0.267,16.2,79,0.625,30,0,1500,62.5,37.5,4,0,2.5,1,38,40,106.45,100,1,9306,200.5,1,-11341585,0.960003757727205
"T176","HANOVERHOUSE",37990,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1910,50,66,0.233,16,87,1,NA,11.1,1530,55.6,33.3,0,0,2.5,1,34,40,100,100,1,8804,1.33333333333333,1,12641761,0.590458110408139
"Y255","KMART",37365,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"TABLOID","NORTHUS",1911,35,62,0.4,14.5,94,1,35,0,1900,63.3,36.7,0,0,2.5,1,35,40,106.89,100,1,9077,0,1,-6473240,0.571080270516682
"X253","ECKERD",35460,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,2,"TABLOID","CANADIAN",1910,40,62,NA,16,80,0.8125,40,0,2250,62.5,37.5,0,0,2.5,0.7,30,40,110,100,1,8934,18.5,1,-211679,0.607269080140115
"AA11","KMART",37365,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID","NORTHUS",1910,42.5,58,0.4,15,76,1,20,5.4,2000,54.3,40.2,0,0,2.5,1,35,40,103.33,100,1,9204,89,1,1845244,0.71224975495101
